,index,Borough,date_listed,agency_name,chain_free,address,isRetirementHome,isSharedOwnership,listingCondition,price,propertyType,isAuction,tenure,title,latitude,longitude,floor_area_msq,numBedrooms,numBathrooms,numLivingRooms,firstPublishedDate,firstPublishedPrice,balcony_terrace,parking,garden,closest_station_name,closest_station_distance_sec,pub_restaurant,amenities_shop
1000,1000,Westminster,2021-08-18,Chestertons - New Homes UK,1,"Elgin Avenue, London W9",0,0,new,825000.0,flat,0,leasehold,2 bed flat for sale,51.524317,-0.200391,89.0,2,2,1,2021-08-18T11:09:35,825000.0,1,0,0,Westbourne Park,319,23,"[12, 7, 0, 2]"
1001,1001,Westminster,2021-08-18,Chestertons - New Homes UK,1,"Elgin Avenue, London W9",0,0,new,765000.0,flat,0,leasehold,2 bed flat for sale,51.524317,-0.200391,80.0,2,2,1,2021-08-18T11:09:35,765000.0,1,0,0,Westbourne Park,319,23,"[12, 7, 0, 2]"
1002,1002,Westminster,2021-08-18,Chestertons - New Homes UK,1,"Elgin Avenue, London W9",0,0,new,525000.0,flat,0,leasehold,1 bed flat for sale,51.524317,-0.200391,53.0,1,1,1,2021-08-18T11:02:20,525000.0,0,0,1,Westbourne Park,319,23,"[12, 7, 0, 2]"
1003,1003,Westminster,2021-08-18,Chestertons - New Homes UK,1,"Elgin Avenue, Maida Vale, London W9",0,0,new,1025000.0,flat,0,leasehold,3 bed flat for sale,51.524317,-0.200391,118.0,3,3,1,2021-08-18T11:02:19,1025000.0,0,0,1,Westbourne Park,319,23,"[12, 7, 0, 2]"
1004,1004,Westminster,2021-08-18,Chestertons - New Homes UK,1,"Elgin Avenue, Maida Vale, London W9",0,0,new,995000.0,flat,0,leasehold,2 bed flat for sale,51.524317,-0.200391,112.0,2,2,1,2021-08-18T11:02:19,995000.0,0,0,1,Westbourne Park,319,23,"[12, 7, 0, 2]"
1005,1005,Westminster,2021-08-18,Hanover,0,"Regency Lodge, London NW3",0,0,pre-owned,1150000.0,flat,0,leasehold,3 bed flat for sale,51.541931,-0.174718,128.0,3,2,1,2021-08-18T10:09:33,1150000.0,0,0,0,Swiss Cottage,229,10,"[10, 1, 3, 3]"
1006,1006,Westminster,2021-08-18,Atlas Estates,0,"38 Abercon Place, St. Johns Wood NW8",0,0,pre-owned,999000.0,flat,0,share_of_freehold,2 bed flat for sale,51.532721,-0.17973,68.0,2,2,1,2021-08-18T09:14:33,999000.0,0,1,1,Chesham,313,15,"[8, 4, 0, 0]"
1007,1007,Westminster,2021-08-18,Knight Frank - Hyde Park Sales,0,"Sussex Gardens, Bayswater, London W2",0,0,pre-owned,1100000.0,,0,Other,3 bed property for sale,51.5131,-0.1762,105.0,3,1,1,2021-08-18T08:47:42,1350000.0,0,0,1,Lancaster Gate,143,53,"[4, 3, 0, 0]"
1008,1008,Westminster,2021-08-17,Foxtons - Maida Vale,0,"Portnall Road, Maida Vale, London W9",0,0,pre-owned,630000.0,flat,0,Other,2 bed flat for sale,51.526108,-0.203868,76.0,2,1,1,2021-08-17T18:14:40,630000.0,0,0,0,Westbourne Park,488,20,"[15, 9, 0, 2]"
1009,1009,Westminster,2021-08-17,Savills - Waterfront,1,"Riverwalk, 161 Millbank, Westminster, London SW1P",0,0,new,4500000.0,flat,0,leasehold,3 bed flat for sale,51.488718,-0.128677,179.0,3,3,1,2021-08-17T15:47:10,4500000.0,1,1,0,Chesham,392,21,"[13, 4, 1, 1]"
1010,1010,Westminster,2021-08-17,Dexters - Hyde Park & Bayswater,0,"Alfred Road, London W2",0,0,pre-owned,425000.0,flat,0,Other,1 bed flat for sale,51.515353,-0.166286,51.0,1,1,1,2021-08-17T15:29:28,399950.0,1,1,0,Edgware Road (B),479,87,"[12, 1, 1, 6]"
1011,1011,Westminster,2021-08-17,MyLondonHome Battersea,1,"Cascade Court, Vista, Chelsea Bridge Wharf SW11",0,0,pre-owned,1800000.0,flat,0,leasehold,3 bed flat for sale,51.480581,-0.148533,97.0,3,2,1,2021-08-17T15:13:04,1800000.0,1,1,1,Sloane Square,1152,13,"[2, 0, 2, 3]"
1012,1012,Westminster,2021-08-17,Chancellors - St John's Wood,0,"Abbey Gardens, St Johns Wood NW8",0,0,pre-owned,695000.0,flat,0,leasehold,2 bed flat for sale,51.53371,-0.180045,55.0,2,1,1,2021-08-17T14:37:11,725000.0,1,0,0,Chesham,403,18,"[8, 4, 0, 0]"
1013,1013,Westminster,2021-08-17,Napier Watt,0,"Sheldon Square, London W2",0,0,pre-owned,2500000.0,flat,0,leasehold,4 bed flat for sale,51.518985,-0.179442,169.0,4,3,1,2021-08-17T10:16:53,2500000.0,0,1,0,Paddington,501,52,"[6, 2, 2, 0]"
1014,1014,Westminster,2021-08-17,Behr and Butchoff,0,"Sheringham, St John's Wood Park, London NW8",0,0,pre-owned,2350000.0,flat,0,leasehold,3 bed flat for sale,51.539733,-0.173221,126.0,3,3,1,2021-08-17T09:10:16,2350000.0,1,1,1,Swiss Cottage,342,6,"[8, 1, 2, 3]"
1015,1015,Westminster,2021-08-17,Moveli,0,"Cleveland Square, Bayswater, London W2",0,0,pre-owned,2250000.0,flat,0,leasehold,4 bed flat for sale,51.515167,-0.183144,127.0,4,2,1,2021-08-17T08:17:35,2350000.0,1,0,1,Chesham,547,81,"[4, 4, 1, 4]"
1016,1016,Westminster,2021-08-16,Hamptons - Hyde Park & Bayswater Sales,0,"Gloucester Mews, Bayswater, London W2",0,0,pre-owned,975000.0,flat,0,share_of_freehold,2 bed flat for sale,51.514622,-0.179313,81.0,2,1,1,2021-08-16T19:49:41,1000000.0,0,0,0,Paddington,281,50,"[4, 4, 0, 0]"
1017,1017,Westminster,2021-08-16,Vantage Residential,0,"16 Abbey Road, London NW8",0,0,pre-owned,1295000.0,flat,0,leasehold,3 bed flat for sale,51.533054,-0.177886,134.0,3,3,1,2021-08-16T16:33:36,1295000.0,0,1,0,St. John's Wood,382,11,"[6, 3, 0, 1]"
1018,1018,Westminster,2021-08-16,Chestertons - St John's Wood,0,"Northwick Close, St John's Wood, London NW8",0,0,pre-owned,1625000.0,mews,0,freehold,2 bed mews house for sale,51.525873,-0.175967,111.0,2,2,1,2021-08-16T15:12:12,1695000.0,0,0,1,Warwick Avenue,523,25,"[8, 0, 4, 1]"
1019,1019,Westminster,2021-08-16,Aston Chase,0,"Queen Anne Street, Marylebone, London W1G",0,0,pre-owned,4000000.0,flat,0,leasehold,3 bed flat for sale,51.518336,-0.145973,224.0,3,3,1,2021-08-16T14:56:41,4250000.0,0,0,1,Chesham,532,182,"[16, 24, 4, 2]"
1020,1020,Westminster,2021-08-16,Aston Chase,0,"Marlborough Hill, St John's Wood, London NW8",0,0,pre-owned,3495000.0,town_house,0,freehold,4 bed town house for sale,51.535983,-0.177762,230.0,4,3,2,2021-08-16T14:22:34,3495000.0,1,1,1,St. John's Wood,285,13,"[9, 3, 0, 1]"
1021,1021,Westminster,2021-08-16,Savills - Mayfair & St James’s,0,"South Audley Street, Mayfair, London W1K",0,0,pre-owned,1750000.0,flat,0,leasehold,2 bed flat for sale,51.508741,-0.151721,87.0,2,2,1,2021-08-16T13:51:47,1750000.0,0,0,1,Bond Street,606,88,"[1, 1, 1, 0]"
1022,1022,Westminster,2021-08-16,Prime London (Central and Riverside),1,"Millbank Quarter, 9 Millbank, Westminster SW1P",0,0,new,2850000.0,flat,0,Other,3 bed flat for sale,51.495192,-0.1255,138.0,3,3,1,2021-08-16T12:30:38,2850000.0,0,0,1,Westminster,502,23,"[12, 3, 0, 0]"
1023,1023,Westminster,2021-08-16,Robert Irving Burns,0,"Great Titchfield Street, London W1W",0,0,pre-owned,565000.0,flat,0,leasehold,1 bed flat for sale,51.519431,-0.140794,52.0,1,1,1,2021-08-16T11:36:56,599950.0,0,0,0,Chesham,453,198,"[13, 19, 2, 3]"
1024,1024,Westminster,2021-08-16,Napier Watt,0,"Fursecroft, George Street, Marylebone W1H",0,0,pre-owned,2050000.0,flat,0,leasehold,4 bed flat for sale,51.517253,-0.155847,130.0,4,3,1,2021-08-16T09:48:03,2050000.0,0,0,0,Marble Arch,487,170,"[16, 12, 2, 6]"
1025,1025,Westminster,2021-08-16,Buy London Flat,0,"Amberley Waterfront, Little Venice W9",0,0,pre-owned,920000.0,flat,0,Other,2 bed flat for sale,51.522731,-0.192089,76.0,2,1,1,2021-08-16T09:41:00,920000.0,1,0,0,Royal Oak,520,23,"[11, 5, 1, 1]"
1026,1026,Westminster,2021-08-16,Andrew Reeves - Westminster & Belgravia,0,"10 Rochester Row, London SW1P",0,0,pre-owned,1250000.0,flat,0,share_of_freehold,2 bed flat for sale,51.496,-0.135675,95.0,2,2,1,2021-08-16T08:48:48,1250000.0,1,1,0,St. James's Park,441,83,"[16, 5, 7, 2]"
1027,1027,Westminster,2021-08-16,Garton Jones - Chelsea & Belgravia,0,"Chantrey House, 4 Eccleston Street, Belgravia, London SW1W",0,0,pre-owned,2500000.0,flat,0,Other,3 bed flat for sale,51.494258,-0.147502,138.0,3,3,1,2021-08-16T08:18:33,2500000.0,0,0,0,Victoria,269,85,"[8, 5, 4, 3]"
