,level_0,index,Borough,date_listed,agency_name,chain_free,address,isRetirementHome,isSharedOwnership,listingCondition,price,propertyType,isAuction,tenure,title,latitude,longitude,floor_area_msq,numBedrooms,numBathrooms,numLivingRooms,firstPublishedDate,firstPublishedPrice,balcony_terrace,parking,garden,closest_station_name,closest_station_distance_sec,pub_restaurant,amenities_shop
11000,11000,11000,Barnet,2021-07-02,Real Estates - WSP,1,"Lynton Mead, London N20",0,0,pre-owned,1070000.0,semi_detached,0,freehold,4 bed semi-detached house for sale,51.625657,-0.188973,174.0,4,2,2,2021-07-02,1070000.0,0,0,1,Upminster,744,0,"[3, 0, 0, 0]"
11001,11001,11001,Barnet,2021-07-02,Rawlins Estates Ltd,0,"Park Road, Hendon NW4",0,0,pre-owned,1250000.0,end_terrace,0,freehold,7 bed end terrace house for sale,51.578806,-0.226037,224.0,7,3,2,2021-07-02,2250000.0,1,1,1,Hendon Central,432,5,"[2, 0, 0, 2]"
11002,11002,11002,Barnet,2021-07-02,Rockstone London,0,"Burlington Rise, Barnet, London EN4",0,0,pre-owned,775000.0,Other,0,Other,4 bed property for sale,51.635275,-0.159269,154.0,4,2,3,2021-07-02,775000.0,1,1,0,Chesham,1248,0,"[3, 0, 0, 0]"
11003,11003,11003,Barnet,2021-07-02,Adam Hayes,1,"Holders Hill Road, Mill Hill NW7",0,0,pre-owned,500000.0,flat,0,Other,2 bed flat for sale,51.603199,-0.2094,70.0,2,2,1,2021-07-02,500000.0,1,1,0,Mill Hill East,894,0,"[1, 1, 0, 1]"
11004,11004,11004,Barnet,2021-07-02,Chancellors - Totteridge,0,"Poplar Grove, London N11",0,0,pre-owned,340000.0,flat,0,leasehold,2 bed flat for sale,51.607,-0.151,51.0,2,1,1,2021-07-02,340000.0,0,0,0,Arnos Grove,1474,0,"[3, 0, 0, 1]"
11005,11005,11005,Barnet,2021-07-02,Chancellors - Finchley,0,"Spencer Close, Finchley N3",0,0,pre-owned,550000.0,flat,0,Other,2 bed flat for sale,51.599106,-0.195889,87.0,2,2,2,2021-07-02,550000.0,1,0,0,Finchley Central,225,8,"[6, 0, 0, 2]"
11006,11006,11006,Barnet,2021-07-02,Real Estates,0,"Daws Lane, London NW7",0,0,pre-owned,1195000.0,semi_detached,0,freehold,4 bed semi-detached house for sale,51.615495,-0.23736,154.0,4,3,2,2021-07-02,1195000.0,0,1,0,Upminster,1933,0,"[5, 1, 0, 0]"
11007,11007,11007,Barnet,2021-07-02,Worths Real Estate,0,"Princess Park Manor, Royal Drive, London N11",0,0,pre-owned,600000.0,flat,0,leasehold,3 bed flat for sale,51.612785,-0.147871,102.0,3,2,1,2021-07-02,600000.0,0,1,0,Arnos Grove,992,0,"[5, 0, 0, 0]"
11008,11008,11008,Barnet,2021-07-02,Real Estates - WSP,0,"Granville Place, High Road, London N12",0,0,pre-owned,729950.0,flat,0,leasehold,3 bed flat for sale,51.621007,-0.176959,89.0,3,2,1,2021-07-02,729950.0,1,1,1,Woodside Park,726,6,"[2, 3, 0, 2]"
11009,11009,11009,Barnet,2021-07-02,Paramount,0,"Vernon Court, Hendon Way NW2",0,0,pre-owned,530000.0,flat,0,leasehold,2 bed flat for sale,51.559211,-0.19808,93.0,2,1,2,2021-07-02,530000.0,0,0,1,Golders Green,1207,4,"[7, 1, 0, 1]"
11010,11010,11010,Barnet,2021-07-02,Squires Estates,0,"Beaufort Square, Colindale, London NW9",0,0,pre-owned,820000.0,flat,0,leasehold,3 bed flat for sale,51.59554,-0.240315,93.0,3,3,1,2021-07-02,820000.0,0,1,1,Colindale,640,3,"[6, 2, 0, 2]"
11011,11011,11011,Barnet,2021-07-02,Monteo London,0,"Havanna Drive, London NW11",0,0,pre-owned,4000000.0,detached,0,freehold,5 bed detached house for sale,51.58544,-0.208124,381.0,5,6,2,2021-07-02,4000000.0,0,0,1,Brent Cross,1046,0,"[2, 0, 0, 0]"
11012,11012,11012,Barnet,2021-07-01,Roundtree Real Estate,0,"Egerton Gardens, London NW4",0,0,pre-owned,899950.0,flat,0,freehold,5 bed flat for sale,51.5885,-0.226049,151.0,5,1,2,2021-07-01,899950.0,0,0,1,Hendon Central,615,8,"[8, 0, 0, 2]"
11013,11013,11013,Barnet,2021-07-01,"Adam Hayes Estate Agents, North Finchley",0,"Winterburn Close, Friern Barnet N11",0,0,pre-owned,700000.0,end_terrace,0,Other,3 bed end terrace house for sale,51.6095,-0.151381,104.0,3,2,2,2021-07-01,700000.0,1,1,1,Arnos Grove,1570,1,"[2, 0, 0, 1]"
11014,11014,11014,Barnet,2021-07-01,"Adam Hayes Estate Agents, North Finchley",1,"Friern Park, London N12",1,0,pre-owned,140000.0,flat,0,Other,1 bed flat for sale,51.6152,-0.17426,40.0,1,1,1,2021-07-01,140000.0,0,0,1,Woodside Park,747,14,"[3, 2, 0, 6]"
